reviews,labels
Began flying Frontier out of Williston ND some 3 years ago since they were the only carrier there. I live in Utah so would have expected basic but acceptable service. It seems the longer I continue flying with them the more the problems. Coming home to Utah this last time meant delay after delay (I had some 5 delay announcements sent to my email all after I already knew about it!) causing me to miss my connection at Denver. Almost had to stay overnight. Had been gone from home 3 months! How difficult is it to maintain their equipment? Always an issue for them. Now United and Delta are flying to North Dakota. I have to return with Frontier but won't fly them again. I'd rather fly someone else for $100 more who has their act together without the drama and adventure. Hope they go out of business soon.,0
This was great for a low cost 55 min flight. Flew Perth-Albany and return. Check-in was fast large baggage allowance and check-in women was attentive. Boarding call clear and we were boarded within 10min from the call. 2 flight attendants for a small Fokker 50 (prop plane) great seats with good leg room and recline. Served a meal of great food. On the way back I was surprised that there was no security check at all! What great trust the airline/airport (Skywest is the only airline to fly to Albany) has in there passengers! On the way back they served a chicken sandwich with carrot cake and cookies! Only problem I had was that it was in plastic containers.,0
Rating : 10/10 Cabin Flown Economy Value for Money Seat Comfort Staff Service Catering Entertainment Recommended,1
I flew Air Canada a couple of times recently to Vancouver. It was a very enjoyable experience. The staff are very efficient at their work. In serving the meals they are very quick to serve as they have 4 people serving two for the meals and two later for the drinks. After the meal is done we didn't have to wait for long before they came to pick up the trays. I would take Air Canada for long haul flights. Air Canada's service is excellent!,1
January 1st Denver to Dallas Dallas to Wichita Falls. 5 hour delay in Dallas then canceled our flight. Told us no flights until Sunday/Monday refused to pay for food hotel rental and wouldn't give us our luggage. Ended up paying for my own hotel and splitting a rental with 3 other passengers. Luggage still in Dallas with no eta to get to me. 3 different calls to make a claim on luggage all three have said different information messed up my address each time and can't tell me why it wasn't delivered on next flight. Zero customer service. I will never fly AA again. I'll drive to Dallas and pay 3x as much to park my car to fly with anyone else.,0
Melbourne-Brisbane cancelled for the second time. This time at 2130 the night before an 0615 flight. I received an SMS stating the flight was cancelled and there was nothing available until Sun. Our only option would be to now buy $500 one way tickets for the family with Qantas or Virgin adding $2000 to our weekend trip to Queensland. It is a false Economy to book Tiger. You may get there but then again you may not. I have travel insurance and they can't assist me other than to pay me back for missed hotel bookings. If it's important that you arrive at your destination when you planned then book with a real airline. We've learnt our lesson.,0
I recently flew to Bahamas Feb 3rd from Toronto my first time flying with them and will be my last. On the way to Bahamas we had a 6.05pm flight which we found out last min was delayed - they said 3 hrs no explanation. Asked the Sunwing Reps and they said they had no idea why it was delayed weather was great that day. They gave us a $10 food voucher. Check in was very slow they only had 2 people working and they had to hand write everyone's vouchers. Took off a 9pm which got us to Bahamas at midnight arrived at our resort close to 2 am. Return flight also delayed 4 hrs it was scheduled to leave at 10.30 pm but left at 2.30 am no explanation at all! At this time of night the Bahamas airport was basically closed down no food or water. We were signed up to get email notifications of any delays we received nothing! Disappointing.,0
"I've been to Ireland 6 times in the last 10 years and have always flown Aer Lingus. The first time was lovely then United Air got involved and things went completely down-hill. This last trip was horrid. I don't know how anyone could find the seating even close to comfortable. I weigh around 108 lbs and was traveling with my 145 lb brother the seat felt like concrete. Like one of the other reviews I have to sit on the pillow. These retro- fitted planes are the pits. The seat in front of me was 12 inches from my nose (the screen was basically in my face.) The arm rests don't fold all the way back so you have to be a circus contortionist to get out of your seat. Two people cannot pass one another even if they're going sideways. An older gentleman literally fell into what was luckily an empty seat trying to get back to his seat. The flight attendants were pleasant enough except for one male who thought he was ""large and in charge"". The food was the usual stuff basically it was edible. My brother needs a cane for walking and were with the other handicapped to get on the plane on the return flight. Unfortunately we ended waiting 20 minutes in the cold ramp thing (can't think of the right term) that leads to the plane while cargo was being loaded. That's right cargo not luggage. Yep the people who need canes and walkers were standing around for 20 minutes. As for the entertainment it didn't really matter since I can't look at a screen that's right in my face.",0
We used Air Madagascar for four internal flights. All four were reasonably on time (max delay about 45 mins). Cabin staff friendly and good complimentary snack and newspaper on each flight. Be prepared for very rapid braking at fort Dauphin (short runway),0
Out and back from Gatwick to Dusseldorf. Both flights were very busy but the new pre-assigned seating meant there was no scrum and everything went smoothly. I have no complaints at all both flights on time and crew excellent.,1
We had an excellent experience with Air Transat - like others on this forum we were a little concerned about some of the problems experienced but we have nothing but good things to say about them. Both flights were on time the planes were recently refurbished and the staff were excellent good humored and ready to help with any request. We had seat back entertainment on the way home which was the best touch screen system I have used on a plane and makes others look clunky. A staff member at Toronto airport went above and beyond the call of duty when she got us onto our return flight when we'd been delayed by Toronto traffic - we shouldn't really have made it on but her determination saved us hundreds of pounds we'd have incurred for booking a one way flight back to the UK. Would definitely fly with them again.,1
Used them on DUB-SOU return. Both flights on time comfortable plane for the journey fairly new DH8 with clean interior. Staff a bit impersonal but perfectly capable and no in-your-face advertisement and hassling like rival LCCs. They are however quite expensive and not really a LCC at least for this route where they have no direct competitors.,1
Premium Economy from Frankfurt to Fort Lauderdale. The bad: Check-in at Frankfurt was somewhat slow and no smiles were given during the process. Boarding was a bit delayed with no explanation given. Boarding message was very hard to understand due to lousy speaker quality. We were told to board in different stages but people ignored this and everyone went on the buses at the same time. Hand baggage limit is only 6kg which is nothing (my hand carry suitcase is fairly light but still weighs 3kgs without anything in it). Luckily this wasn't checked or enforced on this flight. The good: Flight was actually quite good. Seat on Economy Premium had plenty of leg space. I'm 1.95cm and still had 30cm of space from my knees to the seat in front of me which in my case was a wall. Seat leaned back a lot which made it somewhat comfortable to sleep something I otherwise find hard on flights in general. No individual screens but a few common screens showing comedy music and ads. On the promo clips they showed for Condor all the flight crew were young and hot (probably hired models) the real crew were old and looked like something out of an 80's movie. But the service was friendly and professional. Food was actually quite good. I've had better but I've certainly had worse as well. Overall the experience on Economy Premium was like flying on the luxury class of old low cost airline. And since the price was fairly low I would probably fly this way again.,1
Abu Dhabi - Doha - Athens. All flights on time. Food was good. Stuff great as always. The new Al Hammad airport is fantastic. Very functional luxurious and far less overcrowded than DXB or ABU. It really adds to Qatar great service.,1
Sydney to London via South Korea. I was impressed by the legroom the quality of the plane (777) and the stewardesses. Toilets were cleaned every few hours more than plentiful food offered and a free 5 star stopover in Incheon.,0
"I wanted to fly LH 639, DXB to MUC. When we were ready for take off the air conditioning failed and plane returned to finger. Air conditioning was repaired, we took on more fuel then some more tests, eventually pilot announced ""doors park"" and ""flight cancelled - go back to departure gate where ground staff will take care of you"". We did, 3 ground staff had to take care to rebook some 300 passengers - a most unpleasant experience. I am sure the staff did their best but Lufthansa for sure didn't. During 5 hours wait in the queue they only offered some water inside the gate (the queue was outside), in 18 hours waiting time for the rebooked flight nothing else.",0
SYD-ICN with my elderly mother and I was very anxious and worried about our trip especially due to my mother's disabilities. At check-in after I explained my mother's situation the staff gave us the front seats to cater for my mother's leg issues. The flight attendants were very attentive and understanding and language was no issue. Throughout the entire flight (10hours) my mother and I were cared for so diligently. The flight attendants would check on us regularly and ask if we required anything. Their smiles were a great addition to the journey. I can never be so grateful of the amount of care my mother and I received. I also noticed how well groomed they were which reflects their service and their carrier in general. I highly commend and thank Asiana Airlines and recommend it to anyone who seeks a comfortable and memorable journey.,1
Definitely the last time travelling with Sunwing. Initially booked trip had us leaving on Dec 28 at 1945 hrs. Woke up that day to several notifications that flight had changed to 2300/2100/2200 and finally 2300. The kicker was receiving the text at noon that our flight was on schedule at 2300 hrs. Arrived at airport to be told weather was the reason for delay. Flight changed from 2300 to 2345. Finally left at 0110 hrs. Flight staff cheerfully turned lights on and made constant announcements while everyone was trying to sleep. Got to our resort at 0900 hrs. On last day we were advised check out at 1400 for our flight at 0235. Arrived at the airport at midnight to be told that our flight was delayed until 0510 hrs. Plane finally arrived at 0500 lined up and told flight cancelled due to mechanical difficulties until further notice. Finally on the plane at 0615 for a very uncomfortable flight. Staff were rude and unaccommodating. I was not impressed with the lukewarm glass of cheap champagne nor the food. We had trouble with them four years ago and now.,0
Flew KUL-MEL A330. First class lounge in KUL was terrible. Service OK but A La Cart breakfast horrible. Food on board was worse. Inedible 'spicy chicken' limp salad and cream cheese instead of proper cheese. Meal before landing was even worse. Undercooked pastry with unidentifiable mushroom filling. That was it. 3 bites and it was gone. MAS used to be an unbelievable product. Its Air Asia flatbeds or SQ or EK from now on.,0
Victoria - Seattle - Maui return in First Class. The service was impeccable and breakfast on the outbound flight was very good and spread out over a couple of hours which helped pass the time. Lunch on the inbound flight was equally good with a choice of sirloin steak or sweet and sour chicken. Frequent offers of alcoholic and non alcoholic beverages throughout the flights. Individual entertainment tablets with a wide range of films and TV shows. Attendants were very friendly and attentive. All the flights departed on time and arrived on time. This is the first time travelling on Alaska First Class and it was well worth the additional cost. My only disappointment was The Boardroom at Sea-Tac. It was pretty drab with a poor choice of food/snacks (both in the morning and early evening). It is certainly not worth $45 a visit. It is not a patch on Air Canada's Maple Leaf lounges.,1
SU2584 SU262 and SU271. Out April 4th back April 17th. Preferably I would never use Aeroflot again - expensive queues at every stage slow miserable long faced staff videos on board out of date food poor.,0
Rome to Poznan great flight although almost full smiling staff the pilot informed twice about the route and the weather conditions. Cherry on the cake we arrived 35 mins ahead of schedule which was highly appreciated by all the passengers. Highly recommended great value for money.,1
I recently flew DEL-SYD on a 2.5 year old 787. It was in appalling condition. The aircraft was filthy. Many parts of the bathroom were held together with tape. Service was rude when rarely present. Overall a very poor experience.,0
"IAH-SFO on A319 and SFO-IAH on B787. Comparing the 2 legs with 2 different aircraft is hard. I would look forward to more planes look like the Dreamliner in regards to age and cleanness. I have no complaints but just general concerns. Economy Plus is just the more legroom nothing more nothing less. It's the small things that can add up a pillow here and tiny bag of peanuts there and lets say a complementary cocktail on longer flights in Eco Plus to stand up to the ""Premium Eco Class"" and to be ""Eco Plus friendly. I miss the work hard-fly right slogan.",1
"Salvador - Frankfurt 29th September 2013. Flight DE 7077. The rudest airline staff I've encountered. We were travelling with four children under 5 the youngest two are twins and my husband and I had one each on our laps. First the host rolled his eyes and pursed his lips every time he rushed past us in the aisle and the children were hampering his progress. Given the size of the seats (my knees pressed the seat in front) it is normal for toddlers to stand in the aisles from time to time and he had his knickers in a knot about it even though they were promptly moved aside for him to pass. That said I couldn't understand why he might have been hurrying as customer service was zero. My son spilt water on his seat and the hosts would not give us a towel or serviette to dry the seat and so we had to sit on a wet seat for 10 hours. They would not let us change our babies into pyjamas in our seats but would also not let us go to the toilets to change them telling us we needed to wait for the seatbelt sign to go off - and it remained lit for 3 hours. I ended up very upset and having words with them about their extremely poor attitude; they said we had no legitimate complaints as ""no one else was complaining"" and it was our problem for travelling with four children (who I might add were good as gold and didn't cry once the whole time). In short travelling with a family was a nightmare on this airline and not on account of the children - I have taken more than 40 flights with my children and we have never experienced such rude obstructive and lazy hosts. We will never - never - fly with them again.",0
18 May: HAJ-SVO 25 May: SVO-ZRH. In the last month I was fortunate to travel with them twice. Both flights were consistently excellent. The food is amazing in terms of choice taste wine list and the service. I look forward to my next experience with Aeroflot business.,1
TK60 from IST to KUL in economy. Food and beverage service was as good as the food itself definitely 4-star standard. However the crew had a new trick which I have not seen before: One of the two front lavatories was reserved for crew use. It was clearly visible from my seat that the crew locked the door from the outside after they were finished using it. Reducing the number of lavatories on a plane is not a good idea. To add insult to injury the crew never bothered to clean the passenger lavatory resulting in an abundance of overflowing sewage. Wrote to the airline and did not receive any type of response. I recommend taking rubber boots on your next TK flight.,0
Luton - Prague - Luton. Snowy weather and two excellent journeys. Delayed return flight due to poor conditions and given vouchers to be used for refreshments at Prague airport - only 2 hrs delay so quite impressive. Efficient check ins and polite helpful staff on both journeys.,1
Flying 3/4 times every year since 2008 my last experience was very disappointing. Besides domestic there is no traffic during the day at Papeete Faaa airport and then late at night they schedule 3 international flights all due to leave within a short hour and this airport can't handle it. I arrived 4 hours before departure and the line for check-in immigration and luggage check were endless. I was booked on TN8 seat 11A to Paris via LAX and after pulling out we came back to the parking stand because of an engine problem. We were told it would take an extra 3 hours to change it. They decided to serve us the light cold snack. The previous times I flew we used to have a full hot meal with wine it is obvious ATN is cutting costs and service. Finally airborne 4 hours behind schedule we were expecting to be served a round of drinks but nothing on this 8 hours flight until an hour before touching down in LAX they served us breakfast. The 11 hour flight to Paris went without problem but no round of water or drinks served between lunch and breakfast. Unfortunately due to the monopoly ATN has on these routes I will have no choice but to fly with them again.,0
SYD-NAN return B744 Service. Overall an excellent experience. Crew gracious and attentive yet unobtrusive and kept drinks refreshed. The seats are showing their age but I find the old wide and padded cradle seats quite comfortable especially for short haul international flights. AV is poor - not AVOD and screens are so small. Meals were of an economy class standard but served with business class service. For the price - would do it again.,1
Took Sunwing to MBJ Jamaica Jan 26/15 and return Feb 09/15 YEG Canada. These were the worst flight experiences I've had in 35 yrs of aviation employment and extensive airline holiday required flying. They allowed a drunk to upset the flight down with loud disruptive and aggressive behaviour. The FA helped by supplying doubles to him throughout the flight. Our return trip included a very poorly padded seat with fold out of the arm table trays which made it very cramped and uncomfortable a screaming child right behind us that FA did nothing to help calm down. A diversion to YWG for fuel because of head winds. The pilot did inform us ahead that this might occur! No Enforcement of no cellphone use as we were being refuelled with passengers onboard.,0
"Hobart to Melbourne JQ714. Supposed to travel 17 October at 2240. Booked our seats about 10 days before travel ($10 fee) and got a printout. Made the mistake of not checking in when we arrived thinking the seat booking was sufficient. So after waiting 2.5 hours to board we discovered that we did need boarding cards. The supervisor then told us it was too late numbers/names had gone to the Captain and there was nothing he could do - catch the next flight in the morning. Where do we stay? Shrug. Sent us to the Jetstar desk to register for the flight and we were told we had to pay $150 late booking fee! Asked the supervisor if he could waive the fee as we had no choice but to book late. ""No can't do that."" Airport closing soon - see you later. No attempt to help or suggest any > accommodation or anything. Found some nice people who helped us find a hotel close by - $189: not much sleep. My question is: why if we've booked and the supervisor goes through the list to make up a manifest can they not make an announcement to check if people who've booked and paid for seats are in the transit lounge? Apparently with online booking this mistake does happen from time to time. Secondly why is it so hard to just call up the Captain and request the addition of 2 more passengers - who already have booked seats? It's called 'Customer Care'. Jetstar clearly don't know what that is.",0
Flew NF 30/31 from MEL-VLI on the 737-800. Nice leather seating. Very clean plane. However time for new seat cover as the leather from around the seat pocket is coming off. Foot rest would be nice but its only 4 hrs. Food was great includes potato chips (starter) salad main meal bread and a cheesecake dessert. Staff service was great (even though a staff member spilt soft drink on me). Crew member was very apologetic and provided great service to all passengers. All other crew members were great as well and very happy to sell us duty free. However entertainment was non existent.,1
July 4 to August 14 2013. Routes: Dhaka Bangladesh to Washington USA. My second trip on Saudi. Seats are comfortable even a foot rest. Economy seats are like business On many other airlines. Food was wonderful especially their snack table. I am now planning to use this for my long trip (twice a year) from Dhaka to Washington.,1
SFO-LAX-MCO on 4/24/14 and return on 4/30/14. Overall good flights. Friendly attentive in-flight crews. Seats are comfortable enough for me. I believe they are slightly larger than on many other airlines. There are enough free entertainment options (Direct TV music) to keep me happy. The only problem encountered was not Virgin's fault - the Air Traffic Control system went down in Los Angeles on 4/30 and screwed up everything. Our 9.30pm departure from LAX to SFO ended up leaving at 1.35am. It would be nice if the FAA would get their act together.,1
Recently flew Birmingham to Keflavik return. Prior to the outbound flight I checked in online and moved our seats to 10a and 10b both of which are in the Economy Comfort area and offer a little more legroom than standard Economy. There was one drinks run and one duty free run. The selection of films was adequate for a 2.5 hour flight. The return flight was onboard the specially liveried Hekla Aurora which was nice as it was due to do the run to Gatwick that day. I again had checked in online and obtained exactly the same seats so the return flight was just as comfortable. I enjoyed using Icelandair and certainly would again if I was flying to north America from BHX rather than travelling down to London. One tip though is that if you are checking in online definitely get yourselves into the Economy Comfort zone and in particularly rows 8 if you are travelling as a couple or row 7 which is just behind Saga class and is very quiet.,1
Round Trip Flight MPM-NPL-MPM. Boeing 737-500 To Nampula and back With Embraer 190 To Maputo. Staff kind and helpful food nice and seats comfortable. Only 2 disadvantages: tickets are really expensive and delayed in Nampula more than 1 hour inside the aircraft.,1
LGW-REUS-LGW. We flew with our 2 grandchildren last month. Check in was relatively easy and we were airside in approx 25 minutes. Boarding was OK although there was some confusion with the wrong passengers sitting in the emergency exit seats which caused a delay and resulted in the pilot saying unless it was sorted out in 2 minutes we would miss our slot and would incur a 2 hour delay. This did the trick and after a rapid push back and taxi we were airborne very quickly albeit 25 minutes late. The flight was uneventful although quite noisy with happy families and kids looking forward to their holidays. The return flight was the same although we departed and arrived bang on time. Overall good holiday flights with friendly and efficient cabin crews and as a result I would have no hesitation in recommending Thomson Airlines.,1
Took four LAN short haul flights on 767 A320 and A319. Very impressed with flights IFE and service offered. On one flight from Mendoza to Buenos Aires I experienced my first missed approach and must commend the pilots and crew for their professionalism during some anxious moments. Passengers were kept well informed in both English/Spanish. LAN are not that far off Virgin/Qantas levesl for short haul although they could improve their inflight snacks through having the chocolate dominated boxes at more appropriate times.,1
5/4/15 SMF-MSP Airbus A320 Economy Comfort legroom adequate service competent. Complaint: Delta does not post economy comfort fares on its website but as separate upgrades for each flight segment. Value for money rated at 1 because I traveled on an award ticket entertainment rated as 1 because the flight didn't have any. Legroom was slightly better than on previous Economy Comfort flights but recline was still minimal. Food for purchase was unappealing but the complimentary snacks and beverages were acceptable. I wouldn't recommend Delta because it seems to focus more on nickel and diming its passengers than in providing quality service.,0
"Flights on time both legs, good service from the cabin crew. Thought the seat width and legroom was actually quite good, better than some charter companies used previously. My only gripe was the ridiculously long queue at the bag drop desks at Bristol. What's the point of checking in online if you've still got to stand for an hour just to drop off a suitcase, they needed to open far more desks. Other than that, I couldn't fault them.",1
Reserved and paid for regular Air Canada round trip Toronto to Puerto Vallarta last year for travel this April. Wound up on Rouge with a person with a dog in a carrier under the seat next to me. This left no space for the passenger's legs so he took part of my space which was tight enough already. When I politely asked for another seat I was told there were none. I walked the length of the plane and there were seats at the back. No entertainment tablets for $10 that did not work mushy sandwich and knees in my back. Thanks but no thanks - no more Air Canada for me. Rouge me once but not twice.,0
"Simply atrocious lack of service and responsiveness. On Friday 5th Sep I was in Hangzhou expecting to catch the 16.20 flight to Singapore allowing a 25 hour connection window to an SQ flight. At 10.30 am got an SMS advising a 2.10 delay so I'll miss the connection. I called my travel agent in Australia and asked him to find an alternative. I was quite willing to drive to Shanghai and change onto SQ 17.00 flight - it had seats. I was given the complete run around by Silk Air directed to three different phone numbers with no one willing to act. Next I got my secretary in Hangzhou to try she got the exact same outcome. After about 6 calls over 3 hours time had run out. I took the original flight and missed the connection. At Singapore at midnight SQ gave me a hotel voucher for the Conrad and told me to take a taxi. The taxi queue was at least an hour long. I would have had a couple of hours sleep before needing to get up and return. At the SQ desk I swapped this for a much more logical bed in the ""pay by the hour"" mini hotel in T3. Why wasn't this offered in the first place? Why do I have to ask? Silk Air A320? I had a seat in 2nd row avoiding the 1st row - that has too little leg room. There is in no power point despite being a 5 hour flight so my PC battery ran out. No in-seat video so no alternative entertainment.",0
Economy class on 28 Aug from London (LHR) to New York (JFK). Boarding was in Terminal 5 which I love as I can sit for some time in Caffe Nero have a coffee and watch airplanes take off or land. I choose BA just because of their Terminal 5. Boarding went quite smoothly and the flight was full. It took about 40 minutes till we actually took off after the time we were supposed to. The seat I had wasn't comfortable the cushion was moving and the seat wasn't firm. The inflight entertainment had a limited choices of movies which was disappointing and the screens were small and sometimes were not working. Flight attendants were all women who were polite and smiling they did their best to make it a pleasurable flight. Toilets were clean. The headphones were broken and I had to ask for new ones. We landed on time. It took 15 minutes till the plane could park and then another 30 minutes to get off because as the captain informed us there was a long line at immigration and we would have to wait for them to give us the go ahead. Inside Terminal 7 there was a huge line it took 2.5 hours to finally reach an officer. This was by far the most annoying and tiring experience I have had. To land at 10.45pm and get out at 2am is just too much. I will now choose an airline that lands in a terminal which can handle large numbers of passengers more effectively.,1
Jakarta-Narita-Jakarta on B777-200 aircraft Economy class. There was no delay for either outbound or inbound flight. Cabin was so-so clean tidy and nice inflight entertainment was okay. Meal tasted very nice cabin staff were very deft and courteous. The only downside from the flight was the air conditioner felt pretty warm on CGK- NRT sector some passengers including me told the FA and problem was fixed afterwards. The other was Tokyo- Ishigaki-Naha-Tokyo with B737-400 and B747-400. No delay overall flight was so-so just a little disappointed when there was no hot meal for Tokyo-Ishigaki and Naha-Tokyo service which is a quite long domestic flight.,1
Geneva-Istanbul (A319) - Istanbul-Kuala Lumpur (A340-300) on August 6th-7th 2013. Flight from Geneva to Istanbul was smooth nothing special. Flight from Istanbul to KL service-wise was flawless and seamless. Very attentive service needs were taken care of before you asked and very good food although I have had even better food on other THY flights. My real issue is with the business class seat sleeping comfort on the A340-300.I am not sure at what angle the seat reclines but it is pretty nasty I was annoyed because the ticket price was pretty high. I wonder why Turkish a forward looking airline as using the A340-300 on the IST-KL run with this seating arrangement in business class. I just hope that Turkish will either change the planes on the IST-KL run or do something about the seating in their A340-300.,1
LAX to Narita (with 2 hour layover) and then to Incheon. Economy seats had a pillow blanket headphones slippers toothbrush and toothpaste. I had the window seat. The seat itself was pretty roomy able to stretch my feet below the seat in from of me. The food was great for a plane meal. There were about three options for each meal. They serve tea and coffee after each meal. Entertainment was great! Overall I was very satisfied with the service. They spoke good English and Japanese! They were very polite from start to end. Never failed to smile!,1
Having read reviews I was rather worried about our flights from Antigua to Tortola and Tortola to Barbados. However flights were on time staff very pleasant and our luggage arrived with us.,1
We visited the Middle East in May 2011. Before leaving New Zealand we made bookings with El Al (via the Web) to fly Tel Aviv to Cairo. When we arrived at the airport to check in for the flight El Al staff informed us that the flight had been cancelled. They arranged for us to fly to Cairo via Amman with Royal Jordanian the same day but we are cross that they didn't bother to inform us of the cancellation. The booking was made in September 2010 and they had an email address to reach us at.,0
Flew from Birmingham ZB458 Feb 20th 2014 to Lanzarote and returned on March 20th 2014. Cabin Crew on both flights were superb particularly on return flight to Birmingham where there were 9 disabled passengers on board including myself.,1
"I've been flying world-wide for more than 50 years with many different airlines. Despite many online complaints about Ryanair my experience with this airlines had been very good until my flight from Malaga to Venice (Treviso) on May 6 (FR 2597) when an incompetent female flight attendant and a very rude belligerent male maitre d'cabin (both Malaga-based) changed my perception of the airline. The maitre d' shouted and yelled and my son who expressed his concern regarding fresh air and cooler air temperature in the cabin. Ryanair is a budget airline and I'm aware of that but budget does not mean poor maintenance and rude and unfriendly flight crew. As a very frequent airline passenger I must point out that there are more and more budget airlines in the world and competition for the passengers is tougher every single day. Ryanair cannot keep playing the silly game of ""We're cheap so we can afford everything and if you don't like that go somewhere else."" I guarantee you that we will.",0
DUR-JNB-HKG. Ground staff at Durban were great giving me the emergency exit on a brand new A320 plenty of leg room and friendly staff. Upgraded to business using Voyager miles while in JNB airport for the Hong Kong leg got row 3.The ground staff in JNB are usually unfriendly and unhelpful but this couldn't be further from the truth on this trip. Awesome service from them. Then from the moment we stepped on board the crew couldn't have been more friendly but as always very safety conscience. Updates from the flight deck are always good on SAA and this trip was no different. We were well informed and warned in advance about bad weather. Food was good and entertainment good. The lie flat seat was great and I slept for 7hrs. Woke for breakfast and landing. The flight crew let me into the cockpit to take photos and went out of their way to explain all the goings on in the flight deck and gave me the weather print out as a souvenir.,1
Flew Antigua to St Maarten with a stop in St Kitts. Flight out was on time and return delayed just over 1 hour but kept well informed by ground staff in St Maarten. Ground staff and crew were very pleasant in both Antigua and St Maarten. Flight was expensive but they have a monopoly on most routes so they like most other airlines take advantage of that. The aircraft's were old but sufficient for the short hops they do. Overall a good experience and baggage arrived no problems.,1
I fly to the oil rigs all the time and I've never had such a poor and frustrating service. Eastern airways are consistently late and they never tell you. I really hope another airline comes to Aberdeen to provide a professional service the price Eastern Airways charge they should be embarrassed of they service.,0
Flew JFK-BOG-GRU on an Avianca's A330 and other then the fantastic fare appearance of the aircraft and warm attitude of the crew it is not worth flying Business Class. The seat is extremely uncomfortable if you try to sleep and the lack of international standards in service makes you wonder why didn't you fly coach! Again the crew cannot be nicer but their disregard for the basic concepts of business class service could be amusing if they did not include things such as not picking up glasses before landing and the way they serve meals.,0
"Flew Thai Smile from Bangkok to Macau and back. Nothing to smile about considering its an International sector. Seats good for Thai""s anyone above 5'7 will find it very difficult to sit in. Food comes in a plastic bag - a bottle of water a small pudding a tiny sandwich. In spite of clear weather in Macau a day after Typhoon Usagi spared the area flight came in 3 hours late and further delay to land as only one runway operational in BKK - another 40 minutes late missed my connection to Krabi rude staff at airport refused to change my ticket to the next mornings flight until I complained. Sat at the airport for 14 hours. Thai Smile in the Land of Smiles for once didnt make me Smile! Never again.",0
SIN-PER-SIN. Both flights were on time we paid to choose our seats (basic ones) and got them. We filled our bottles with water prior to boarding and carried with us some burgers and snacks. Although they announce that food purchased from outside is not allowed to be consumed many people have a bite and no one says anything - I would recommend this option over purchasing the inflight food especially as many people have said that it is not good. We watched our own movies on our iPad so entertainment wasn't an issue either. Safety measures were taken very seriously and the cabin crew were responsive when they were called for. I would definitely recommend this airline it does what it says on the tin and at a very decent price. If you want all the frills and creature comforts beyond a nice seat safety and being on time don't go for it.,1
QF23 SYD to BKK 14 Dec. Personable interactive cabin crew led by a formidable CSM (he even kept us personally well informed on the state of play in the Ashes match at Perth with a PA report for the whole plane on landing) quality service interesting and varied lunch menu complimented by great Australian wines and served at a leisurely pace. Boarding at a remote stand by bus and stairs hardly QF fault says more about the airport management than the airline with a personal and friendly greeting at the door. Slight delay in push back but kept well informed by flight deck crew. QF at it's very best only sour note was touch screen IFE not working.,1
Travelled from Shanghai to Heathrow following an excellent first leg also in Premium Economy from Auckland on Air New Zealand. The Virgin experience was very disappointing by comparison. The plane was old and shabby (I saw one passenger trying to mend the tray compartment cover on his seat it having fallen off) and the toilet in Premium Economy was out of order. The seat was cramped especially when the seat in front was reclined making it no easier to get out of the seat than if it were in Economy class even though I am a small person. The flight attendants especially one were flustered unfriendly surly and unhelpful - when I pointed out that my headphones were not working I was made to feel as if I were being a nuisance by requesting a working set and there was certainly no apology. In over 40 years of flying this was my first time with Virgin and I shall not be repeating the experience. I especially resent the extra paid for Premium Economy on this journey.,0
JFK to LHR. Empty check in and priority security quick. New food selection in First class lounge but preferred the decent meal in the dining room. Boarding easy and upper deck crew excellent as lights not turned on until just before descent with arrival on time. Bus to terminal but bags waiting when we got there.,1
Flew Business from London to Perth and thought the overall experience was good. The seats were better than I expected after reading this forum and the service staff on my flight were all polite and helpful. Food was excellent. The only main negative point was that the inflight entertainment was rubbish compared to what you get on other airlines. A real disappointment especially when flying long haul.,1
OSL-IST-AGP return February/March 2015. OSL-IST on B738 aircraft. Flight more than 80% full. Cramped seating in economy. I moved to a row of 3 vacant seats were I could sleep after the meal service. The same applies for the AGP-IST sector on B738 aircraft. IST-AGP on A321-200. The aircraft seemed brand new. The flight was almost 100% full. My seat was in an emergency exit row and so the legroom was very good. The same applies for the IST-OSL sector A321-200 aircraft and seated in an emergency exit row. I had the option to travel for a slightly lower fare non-stop with Norwegian (from Gardermoen airport) or Ryanair (from another Oslo airport not Gardermoen) but I had to be at Malaga at a determined time of the day and when you factor in the luggage Turkish Airlines was then the most reasonable option. In addition the friendly and efficient staff the service standards catering in-flight entertainment and onboard comfort on Turkish Airlines (apart from seat pitch) were top notch. The duty free shopping and dining opportunities at IST airport were an added plus. I definitely recommend Turkish Airlines.,1
LAS-SFO. Probably the best domestic business class flight we've had. From the ground service to the service in the air everything was good. Food was great as was the IFE.,1
London Gatwick to Buenos Aires (via Madrid) 4.5 hours late with no explanation given at all. Air Europa changed my return flight by 3 hours -again with no explanation. Flight was in the early hours so left in the airport with no ground staff from Air Europa at all. The service is appalling. The planes themselves are not set up for long-haul. Many of the seats do not recline nor do many of the screens for on board entertainment work. You have to pay for headphones or bring your own. The food was beyond awful and the air hosts could not tell me what the food was (it was hard to identify and I am not a meat eater). I was told to 'just try it or leave it not their responsibility to know what the food was'!. For me the most worrying element was the lack of safety. We descended and landed with the air hosts standing up and chatting. Some of the overhead lockers were not shut and passengers were not asked to have seats upright or tables put away. Seat belts were not checked at any point.,0
